reran [01/ri:'ræn/]	[01* đtừ]\n- quá khứ của rerun
respecting [01/ri'spektiη/]	[01* dtừ]\n- nói về, về, có liên quan tới (vấn đề...)\n[02= questions respecting a matter] những câu hỏi có liên quan tới một vấn đề
respective [01/ri'spektiv/]	[01* ttừ]\n- riêng từng người, riêng từng cái; tương ứng (với vị trí, thứ tự, địa vị...)\n[02= they went to their respective houses] họ trở về nhà riêng của mình
respectively [01/ris'pektivli/]	[01* phtừ]\n- riêng từng người, riêng từng cái; tương ứng (với vị trí, thứ tự, địa vị)\n[02= A and B won their first and second prizes respectively] A và B được hai phần thưởng đầu, A phần thưởng thứ nhất, B phần thưởng thứ hai
respects [01/ri'spektz/]	[01* dtừ]\n- lời chào lễ phép
respectworthy [01/ri'spekt,wə:θi/]	[01* ttừ]\n- đáng được kính trọng
respell [01/ri:'spel/]	như [03respelled]
respelled [01/'ri:'spel/]	[01* ngđtừ] [03respelled] /'ri:'speld/, [03respelt] /'ri:'spelt/\n- đánh vần lại
respelt [01/'ri:'spel/]	như [03respelled]
respirability [01/rispirə'biliti/]	[01* dtừ]\n- khả năng thở, khả năng hô hấp
respirable [01/res'pirəbl/]	[01* ttừ]\n- có thể thở được, có thể hít thở được (không khí...) 
respiration [01/,respə'rei∫n/]	[01* dtừ]\n- sự thở, sự hô hấp\n- hơi thở
respirator [01/'respəreitə/]	[01* dtừ]\n- máy hô hấp\n- mặt nạ phòng hơi độc\n- cái che miệng, khẩu trang
respiratorium [01/respirə'tɔriəm/]	[01* dtừ]\n- (côn trùng) tấm hô hấp
respiratory [01/ri'spaiərətri, 'respirətri/]	[01* ttừ]\n- (thuộc) sự thở, (thuộc) hô hấp\n[02= respiratory organs] cơ quan hô hấp
respire [01/ri'spaiə/]	[01* đtừ]\n- thở, hô hấp\n- lấy lại hơi\n- (bóng) lấy lại tinh thần, lấy lại can đảm; lại hy vọng
respirometer [01/rispi'rɔmitə/]	[01* dtừ]\n- hô hấp kế
respite [01/'respait, 'respit/]	[01* dtừ]\n- sự hoãn (thi hành bản án, trừng phạt...)\n- thời gian nghỉ ngơi\n[02= a respite from hard work] sự nghỉ ngơi sau lúc làm việc nặng nhọc\n[01* ngđtừ]\n- hoãn (thi hành một bản án...)\n[02= to respite a condement man] hoãn án tử hình cho một người\n- cho (ai) nghỉ ngơi\n- (y) làm đỡ trong chốc lát
resplendence [01/ri'splendəns/]	như [03resplendency]
resplendency [01/ri'splendənsi/]	[01* dtừ]\n- sự chói lọi, sự rực rỡ, sự lộng lẫy
resplendent [01/ri'splendənt/]	[01* ttừ]\n- chói lọi, rực rỡ; lộng lẫy
resplendently [01/ri'splendəntli/]	[01* phtừ]\n- chói lọi, rực rỡ; lộng lẫy
respond [01/ri'spɔnd/]	[01* nđtừ]\n- phản ứng lại\n[02= to respond with a blow] đập lại bằng một đòn\n- đáp lại, hưởng ứng (lời kêu gọi, sự đối xử tốt...)\n[02= to respond to the appeal] hưởng ứng lời kêu gọi\n[02= to respond to someone's kindness] đáp lại lòng tốt của ai
respondent [01/ri'spɔndənt/]	[01* ttừ]\n- trả lời\n- đáp lại (lòng tốt...)\n- (pháp lý) ở địa vị người bị cáo\n- (pháp lý) người bị cáo (trong vụ kiện ly dị) 
response [01/ri'spɔns/]	[01* dtừ]\n- sự trả lời\n- sự đáp lại, sự hưởng ứng\n[02= in response to the appeal] hưởng ứng lời kêu gọi\n[02= to meet with a warm response] được hưởng ứng nhiệt liệt\n- sự phản ứng lại; vận động phản ứng lại (khi bị kích thích...)\n- (tôn giáo),(như) [03responsory] 
responsibility [01/ri,spɔnsə'biləti/]	[01* dtừ]\n- trách nhiệm\n[02= to bear the full responsibility for one's act] chịu hoàn toàn trách nhiệm về hành động của mình\n[02= to take the responsibility] nhận trách nhiệm (làm gì)\n[02= to deline all responsibilities] không nhận trách nhiệm\n[02= to do something on one's own responsibility] tự ý làm và chịu trách nhiệm về việc gì\n- gánh trách nhiệm; cái phải gánh vác\n[02= a family is a great responsibility] gia đình là một trách nhiệm lớn
responsible [01/ri'spɔnsəbl/]	[01* ttừ]\n- chịu trách nhiệm\n[02= to be responsible for something] chịu trách nhiệm về việc gì\n- có trách nhiệm; đứng đắn, đáng tin cậy; có uy tín (người)\n[04! responsible government]\n- chính phủ không chuyên quyền
responsibly [01/ri'spɔnsəbli/]	[01* phtừ]\n- một cách hợp lý, một cách đáng tin cậy; một cách có trách nhiệm
