thermo-battery [01/'θə:mə(u) 'bætəri/]	[01* dtừ]\n- (điện) pin nhiệt điện
thoroughbred [01/'θʌrəbred/]	[01* ttừ]\n- thuần chủng (ngựa)\n- (bóng) dũng cảm, hăng hái, đầy dũng khí (người)\n[01* dtừ]\n- ngựa thuần chủng\n- (bóng) ngựa nòi
thoroughfare [01/'θʌrəfeə/]	[01* dtừ]\n- đường phố lớn, đường lớn\n[02= busy thoroughfare] đường phố đông người\n[04! no thoroughfare!]\n- đường cấm!
thoroughgoing [01/'θʌrə,gouiη/]	[01* ttừ]\n- hoàn toàn; trọn vẹn\n- triệt để, không nhân nhượng
thoroughly [01/'θʌrəli/]	[01* phtừ]\n- hoàn toàn, hoàn hảo\n- hết mực, hết sức, rất
thoroughness [01/'θʌrənis/]	[01* dtừ]\n- tính hoàn toàn, tính hoàn hảo\n- tính cẩn thận, tính kỹ lưỡng, tỉnh tỉ mỉ
thoroughpaced [01/'θʌrəpeist/]	[01* ttừ]\n- hay (ngựa)\n- (bóng) hoàn toàn, thành thạo
thorp [01/θɔ:p/]	như [03thorpe]
thorpe [01/θɔ:p/]	[01* dtừ]\n- (cổ) thôn, xóm
those [01/đouz/]	[01* ttừ chỉ định & đại từ chỉ định số nhiều của] [03that] 
thou [01/đau/]	[01* dtừ]\n- (thơ ca) mày, mi, ngươi\n[01* ngđtừ]\n- xưng mày tao\n[02= don't thou me] không được mày tao với tôi
though [01/đou/]	như [03tho']
thought [01/θɔ:t/]	[01* thời quá khứ & động tính từ quá khứ của] [03think]\n[01* dtừ]\n- sự suy nghĩ, sự ngẫm nghĩ, sự nghĩ ngợi, sự trầm tư\n[02= to be lost (wrapped, absorbed) in thought] suy nghĩ miên man tư lự\n- ý nghĩ, tư tưởng\n[02= to read someone's thoughts] đoán được ý nghĩ của ai\n[02= a thought struck me] tôi chợt có ý nghĩ, một ý nghĩ thoáng trong óc tôi\n[02= a noble thought] tư tưởng cao đẹp\n- ý, ý, kiến, ý định, ý muốn\n[02= to speak one's thought] nói rõ ý kiến của mình ra\n- sự lo lắng, sự bận tâm, sự quan tâm\n[02= the doctor is full of thought for the patient] người bác sĩ hết lòng lo lắng quan tâm đến người bệnh\n- một tí, một chút\n[02= the colour is a thought too dark] màu hơi sẫm một tí\n[04! (as) quick as thought]\n- nhanh như chớp\n[04! at the thought of]\n- khi nghĩ đến\n[04! on second thoughts]\n- sau khi suy đi tính lại\n[02= second thoughts are best] có suy nghĩ kỹ có hơn\n[04! want of thought]\n- sự thiếu suy nghĩ
thoughtful [01/'θɔ:tfl/]	[01* ttừ]\n- ngẫm nghĩ, trầm tư, tư lự\n- có suy nghĩ, chín chắn, thận trọng\n- thâm trầm, sâu sắc\n[02= a thoughtful book] một cuốn sách sâu sắc\n- ân cần, lo lắng, quan tâm\n[02= to be thoughtful of others] quan tâm đến người khác
thoughtfully [01/'θɔ:tfəli/]	[01* phtừ]\n- trầm ngâm; trầm tư; tư lự\n- có suy nghĩ, chín chắn, thận trọng\n- thâm trầm; sâu sắc (về cuốn sách, nhà văn, nhận xét)\n- chu đáo; quan tâm; ân cần
thoughtfulness [01/'θɔ:tfənis/]	[01* dtừ]\n- sự ngẫm nghĩ, sự nghĩ ngợi, sự trầm tư, sự tư lự\n- tính có suy nghĩ, tính chín chắn, tính thận trọng\n- sự ân cần, sự lo lắng, sự quan tâm
thoughtless [01/'θɔ:tlis/]	[01* ttừ]\n- không suy nghĩ, vô tư lự\n[02= thoughtless of the future] không suy nghĩ đến tương lai\n- nhẹ dạ, không thận trọng, khinh suất, không chín chắn, không cẩn thận\n[02= a thoughtless act] một hành động khinh suất, một hành động thiếu suy nghĩ\n- không ân cần, không lo lắng, không quan tâm
thought-reader [01/'θɔ:t'ri:də/]	[01* dtừ]\n- người đọc được ý nghĩ của người khác; người đi guốc vào bụng
thousand [01/'θauz(ə) nd/]	[01* ttừ]\n- nghìn\n[01* dtừ]\n- số một nghìn, một nghìn\n- rất nhiều, hàng nghìn\n[02= thousands of people] hàng nghìn người\n[02= a thousand thanks] cảm ơn rất nhiều\n[02= a thousand pardons (apologies)] xin lỗi rất nhiều\n[04! a thousand and one]\n- một nghìn lẻ một, vô số\n[02= to make a thousand and one excuses] hết lời xin lỗi\n[04! one in a thousand]\n- trong muôn một, nghìn năm có một
thousandfold [01/'θauzndfould/]	[01* ttừ, phtừ]\n- gấp một nghìn lần
thousand-legs [01/'θauz(ə) ndlegz/]	[01* dtừ]\n- (động vật) con rết
thousandth [01/'θauznθ/]	[01* ttừ]\n- thứ một nghìn\n[01* dtừ]\n- một phần nghìn\n- người thứ một nghìn; vật thứ một nghìn; cái thứ một nghìn
thraldom [01/'θrɔ:ldəm/]	[01* dtừ]\n- tình trạng (cảnh) nô lệ; tình trạng bị áp chế, tình trạng bị bó buộc
thrall [01/θrɔ:l/]	[01* dtừ]\n- người nô lệ (đen & bóng)\n[02= a thrall to drink] một người nô lệ của rượu chè\n- cảnh nô lệ, cảnh tôi đòi\n[01* ngđtừ]\n- bắt làm nô lệ, bắt lệ thuộc\n- bắt phải phục tùng; áp chế
thrash [01/θræ∫/]	[01* ngđtừ]\n- đánh, đập, đánh đòn (người nào)\n- (tục) đánh bại (ai, trong một cuộc đấu)\n- đập (lúa)\n[01* nđtừ]\n- quẫy, đập, vỗ\n[02= the drowing man thrashed about in the water] người chết đuối quẫy đập trong nước\n[04! to thrash out]\n- rất công phu mới đạt được, qua nhiều thử thác mới tìm được (chân lý, sự thật...)\n- tranh luận triệt để và đi đến kết luận (vấn đề gì) 
thrasher [01/'θræ∫ə/]	[01* dtừ]\n- máy đập lúa\n- (động vật) cá mập\n- (động vật) chim hoạ mi đỏ (ở châu Mỹ) 
thrashing [01/'θræ∫iη/]	[01* dtừ]\n- sự đánh đập; trận đòn\n[02= to give a thrashing to] quật cho một trận\n- sự thua (trong trò chơi...) 
thrashing-floor [01/'θræ∫iηflɔ:/]	[01* dtừ]\n- sân đập lúa
thrashing-machine [01/'θræ∫iη mə'∫i:n/]	[01* dtừ]\n- máy đập lúa
