thrashing-mill [01/'θræ∫iηmil/]	[01* dtừ]\n- máy đập lúa\n- xem [03thrashing-machine] 
thumb-stall [01/'θʌm'stɔ:l/]	[01* dtừ]\n- bao ngón tay cái
thumbtack [01/'θʌmtæk/]	[01* dtừ]\n- (Mỹ) đinh bấm
thump [01/θʌmp/]	[01* dtừ]\n- quả đấm, quả thụi\n[01* ngđtừ]\n- đấm, thụi, thoi\n[02= to thump the door] đấm cửa\n[01* nđtừ]\n- đánh, đập mạnh\n[02= the heart was thumping] tim đang đập mạnh\n[04! to thump the (a) cushion]\n- khoa tay múa chân (người diễn thuyết) 
thumper [01/'θʌnpə/]	[01* dtừ]\n- người đánh, người đấm, người thụi\n- (tục) vật to lớn; người to lớn\n- (tục) lời nói láo quá quắt
thumping [01/'θʌmpiη/]	[01* ttừ]\n- (tục) to lớn, khổng lồ\n[01* phtừ]\n- hết mức, quá chừng\n[02= what a thumping great lie!] nói láo đến thế là hết mức!
thunder [01/'θʌndə/]	[01* dtừ]\n- sấm, sét\n[02= a clap of thunder] tiếng sét ổn\n- tiếng ầm vang như sấm\n[02= thunder of applause] tiếng vỗ tay như sấm\n- sự chỉ trích; sự đe doạ\n[02= to fear the thunders of the press] sợ những lời chỉ trích của báo chí\n[02= to look as black as thunder] trông có vẻ hầm hầm đe doạ\n[01* đtừ]\n- nổi sấm, sấm động\n- ầm ầm như sấm\n[02= the cannon thundered] súng đại bác nổ ầm ầm như sấm\n- la lối, nạt nộ, chửa mắng
thunderation [01/,θʌndə'rei∫(ə) n/]	- quỉ tha ma bắt!
thunderbolt [01/'θʌndəboult/]	[01* dtừ]\n- tiếng sét\n- (bóng) việc bất ngờ; tin sét đánh\n[02= the news came upon me like a thunderbolt] tin ấy đến với tôi như sét đánh\n- (bóng) lời doạ nạt
thunderclap [01/'θʌndəklæp/]	[01* dtừ]\n- tiếng sét\n- (bóng) việc bất ngờ, tiếng sét ngang tai
thundercloud [01/'θʌndəklaud/]	[01* dtừ]\n- mây dông
thunderer [01/'θʌndərə/]	[01* dtừ]\n- (the Thunderer) thần sấm\n- (bóng) người doạ nạt
thundering [01/'θʌndəriɳ/]	[01* dtừ]\n- tiếng sấm sét\n- tiếng vang như sấm\n[01* ttừ]\n- vang như sấm\n[02= a thundering voice] giọng vang như sấm\n- (tục) to, mạnh, dữ dội, ghê gớm, cực kỳ\n[02= a thundering fool] một thằng chí ngu\n[02= to be in a thundering rage] nổi giận đùng đùng\n- (bóng) nạt nộ\n[01* phtừ]\n- rất, cực kỳ, vô cùng, hết sức\n[02= a thundering big mistake] một lỗi lầm vô cùng to lớn
thunderous [01/'θʌndərəs/]	[01* ttừ]\n- dông tố\n[02= thunderous weather] trời dông tố\n- âm ấm, vang như sấm\n[02= a thunderous voice] giọng vang như sấm\n[02= a thunderous applause] tiếng vỗ tay vang như sấm
thunderously [01/'θʌndərəsli/]	[01* phtừ]\n- như sấm; rất to; ầm ầm; vang như sấm
thunderpeal [01/'θʌndəpi:l/]	[01* dtừ]\n- (Mỹ) tiếng sấm
thundershower [01/'θʌndɔ,∫auə/]	[01* dtừ]\n- mưa rào có sấm sét
thunderstorm [01/'θʌndəstɔ:m/]	[01* dtừ]\n- bão tố có sấm sét
thunderstricken [01/'θʌndə,strik(ə) n/]	- xem [03thunderstruck] 
thunderstroke [01/'θʌndəstrouk/]	[01* dtừ]\n- tiếng sét đánh
thunderstruck [01/'θʌndəstrʌk/]	[01* ttừ]\n- bị sét đánh\n- (bóng) sửng sốt, kinh ngạc
thundery [01/'θʌndəri/]	[01* ttừ]\n- có sấm sét; dông tố, bão tố\n[02= thundery weather] trời dông tố
thur	[01* (vt)]\n- thứ năm (ngày thứ năm trong tuần lễ)([03Thursday] ) 
thurible [01/'θjuəribl/]	như [03censer]
thurifer [01/'θjuərifə/]	[01* dtừ]\n- người dâng hương (ở giáo đường) 
thurification [01/,θjuərifi'kei∫n/]	[01* dtừ]\n- sự dâng hương; lễ dâng hương
thurify [01/'θjuərifai/]	[01* đtừ]\n- dâng hương; lắc bình hương (ở giáo đường) 
thurs	[01* (vt)]\n- thứ Năm ([03Thursday] ) 
Thursday [01/'θə:zdi/]	[01* dtừ]\n- ngày thứ năm (trong tuần lễ) 
thus [01/đʌs/]	[01* phtừ]\n- vậy, như vậy, như thế\n[02= he spoke thus] hắn nói như vậy\n- vì vậy, vì thế, vậy thì\n- đến đó, đến như thế\n[02= thus far] đến đó\n[02= thus much] bấy nhiêu đó
thwack [01/θwæk/]	như [03whack]
thwart [01/θwɔ:t/]	[01* ttừ & phtừ]\n- ngang (trái với dọc)\n[01* dtừ]\n- ván ngang (cho người chèo thuyền ngồi)\n[01* ngđtừ]\n- cản trở, ngăn trở, phá ngang, làm trở ngại\n[02= to thwart the enemy's plans] phá kế hoạch của địch
thy [01/đai/]	[01* ttừ sở hữu]\n- (trước nguyên âm thine)(cổ) của mày, của anh, của ngươi
thyme [01/taim/]	[01* dtừ]\n- (thực vật) cỏ xạ hương
thymol [01/'θaimɒl/]	[01* dtừ]\n- dầu xoa bóp, sát trùng lấy từ tinh dầu bách lý hương
thyroid [01/'θairɔid/]	[01* ttừ]\n- (phẫu)(thuộc) tuyến giáp\n[02= thyroid cartilage] sun tuyến giáp\n[01* dtừ]\n- (phẫu) tuyến giáp
thyroid cartilage [01/'θairɔd'ca:tilidʒ/]	[01* dtừ]\n- trái khế, trái cấm (ở trước cổ) 
thyroid gland [01/'θairɔid'glænd/]	[01* dtừ]\n- (phẫu) tuyến giáp (tuyến to ở phía trước cổ, tạo ra hóomon điều khiển sự lớn lên và phát triển của thân thể) 
thyself [01/'θairɔid/]	[01* đại từ phản thân]\n- (tôn giáo) ; (thơ ca) tự mày, chính mày, tự anh, chính anh
ti [01/ti:/]	[01* dtừ]\n- <nhạc> nốt si (nốt thứ bảy trong thang âm sol-fa) 
tiara [01/ti'ɑ:rə/]	[01* dtừ]\n- mũ tiara (của vua Ba tư; của giáo hoàng) 
tibetan [01/ti'bet(ə) n/]	[01* ttừ]\n- thuộc Tây-Tạng
tibia [01/'tibiə/]	như [03tibiae]
tibiae [01/'tibii:/]	[01* dtừ] s/n [02tibias, tibiae]\n- (phẫu) xương chày; (động vật) dốt ống (sâu bọ) 
tibial [01/'tibiəl/]	[01* ttừ]\n- (phẫu)(thuộc) xương chày
tibiotarsus [01/,tibə(u) 'ta:səs/]	[01* dtừ]\n- xem [03tibia] 
tibit [01/'titbit/]	[01* dtừ]\n- miếng ngon\n[02= dainty tibit] miếng ngon, cao lương mỹ vị\n- tin tức chọn lọc
tibury [01/'tibəri/]	[01* dtừ]\n- xe ngựa trần hai chỗ ngồi
tic [01/tik/]	[01* dtừ]\n- (y) tật máy giật
tick [01/tik/]	[01* dtừ]\n- tiếng tích tắc (của đồng hồ)\n[02= on the tick] đúng giờ\n[02= at seven to the tick; on the tick of seven] đúng bảy giờ\n-(thân mật) chút, lát, khoảnh khắc, giây lát\n[02= in a tick] trong khoảnh khắc, trong giấy lát\n[02= in half tick] trong giây lát\n- dấu kiểm " v" (khi điểm số từng mục trong một danh sách)\n[02= to mark with a tick] đánh dấu kiểm\n[01* đtừ]\n- kêu tích tắc (đồng hồ)\n[04! to tick off]\n- đánh dấu (để kiểm điểm)\n[02= to tick off the items in a list] đánh dấu các khoản của một danh sách\n- (tục) quở trách, la mắng\n[04! to tich out]\n- phát ra (điện tín, tin tức)(máy điện báo)\n[04! to tick over]\n- chạy không (máy)\n- tiến hành chậm, bê trệ (công việc)\n[01* dtừ]\n- (động vật) con bét, con ve, con tíc\n- vải bọc (nệm, gối)\n- (tục) sự mua chịu; sự bán chịu\n[01* nđtừ]\n- (tục) mua chịu; bán chịu cho (ai) ; mua chịu (hàng) ; bán chịu (hàng) 
ticker [01/'tikə/]	[01* dtừ]\n- (tục) máy điện báo\n- (tục) đồng hồ\n- người đánh dấu kiểm\n-(đùa) trái tim
ticker-tape [01/'tikə'teip/]	[01* dtừ]\n- băng giấy (của máy in điện báo)\n- băng giấy hoặc vật liệu tương tự ném qua cửa sổ để chào đón một người nổi tiếng
ticket [01/'tikit/]	[01* dtừ]\n- vé\n[02= through ticket] vé suốt\n[02= return ticket] vé khứ hồi\n- giấy (giấy phép, giấy mời...)\n[02= free ticket] giấy mời; giấy ưu tiên ra vào\n- bông, phiếu\n[02= ticket for soup] phiếu cháo\n- nhãn ghi giá; nhãn ghi đặc điểm (hàng hoá...)\n- thẻ, biển\n- (Mỹ) danh sách ứng cử\n[02= the Democratic ticket] danh sách ứng cử của đảng Dân chủ\n- (tục)(the ticket) cái đúng điệu\n[02= that's the ticket] đúng điệu; đúng lắm; vừa nhịp\n[04! to get one's ticket]\n- được giải ngũ\n[01* ngđtừ]\n- dán nhãn, viết nhãn (ghi giá, ghi đặc điểm... hàng hoá)\n- phát vé, phát phiếu
ticket-collector [01/'tĩkitkə lektə/]	[01* dtừ]\n- người soát vé
ticket-holder [01/'tikit'houldə/]	[01* dtừ]\n- người có vé
ticketing [01/'tikitiη/]	[01* dtừ]\n- sự dán nhãn, sự viết nhãn (ghi giá hàng...) 
ticket-office [01/'tikit'ɔfis/]	[01* dtừ]\n- phòng bán vé, phòng vé
ticket-punch [01/'tikipʌn(t) ∫/]	[01* dtừ]\n- (đường sắt) cái bấm vé; cái bấm lỗ
tickicide [01/'tikisaid/]	[01* dtừ]\n- (nông) thuốc diệt ve; bét
ticking [01/'tikiη/]	[01* dtừ]\n- tiếng tích tắc\n- vải bọc (nệm, gối) 
ticking-off [01/'tikiη'ɔ:f/]	[01* dtừ]\n- (tục) sự quở trách, sự la mắng
tickle [01/'tikl/]	[01* dtừ]\n- sự cù, sự làm cho buồn buồn\n[02= to give someone a tickle] cù người nào\n- cảm giác buồn buồn (muốn cười)\n[01* ngđtừ]\n- cù\n[02= to tickle the armpit] cù nách\n- làm cho cười, làm cho thích thú, mơn trớn\n[02= the story tickles me] câu chuyện làm tôi buồn cười\n- kích thích\n[02= to tickle one's curiosity] kích thích tính tò mò\n[01* nđtừ]\n- cảm thấy ngưa ngứa, cảm thấy buồn buồn\n[02= my nose tickles] mũi ngưa ngứa buồn buồn
tickler [01/'tiklə/]	[01* dtừ]\n- người cù; cái lông để cù\n- (bóng) vấn đề khó giải quyết, vấn đề hắc búa\n- (Mỹ) sổ tay (để giúp trí nhớ) ; phiếu ghi (để giúp trí nhớ) 
tickling [01/'tikliη/]	[01* dtừ]\n- sự cù, sự làm cho buồn buồn\n[01* ttừ]\n- làm cho ngưa ngứa, làm cho buồn buồn\n[02= tickling cough] ho ngứa cổ
ticklish [01/'tikli∫/]	[01* ttừ]\n- có máu buồn, đụng đến là cười\n- (bóng) khó giải quyết; tế nhị\n[02= a ticklish question] một vấn đề tế nhị\n- (Mỹ) không vững; tròng trành
ticklishness [01/'tikli∫nis/]	[01* dtừ]\n- tính hễ cứ đụng đến là cười\n- (bóng) khó giải quyết; tính tế nhị (của một vấn đề...)\n- (Mỹ) tính không vững; sự tròng trành
tickly [01/'tikli/]	- xem [03ticklish] 
ticktack [01/'tik'tæk/]	[01* dtừ]\n- tiếng tích tắc (của đồng hồ)\n- tiếng đập của tim\n- hiệu báo (bằng cờ hiệu trong cuộc chạy thi) 
tick-tack [01/'tik'tæk/]	[01* dtừ]\n- tiếng tích tắc (của đồng hồ)\n- tiếng đập của tim\n- hiệu báo (trong cuộc chạy thi) 
ticktacktoe [01/'tiktæktou/]	- xem [03noughts and crosses] 
tick-tick [01/'tik'tik/]	[01* dtừ]\n- nhuấy nừa?
tick-tock	[01* dtừ]\n- tiếng tích tắc của một chiếc đồng hồ treo tường to
ticky-tacky [01/'tiki tæki/]	[01* dtừ]\n- (Mỹ)(tục) những nhôi nhà xấu xí tồi tàn, vật liệu xấu xí tồi tàn\n[01* ttừ]\n- tạo nên bởi những ngôi nhà xấu xí tồi tàn, tạo nên bởi những vật liệu xấu xí tồi tàn
